store_id,store_name,address,city,state,country
ST001292,Star Pharmacy #1292,11 Hill Street,New Delhi,Delhi,India
ST001293,Daily Convenience Store #1293,124 Station Road,Mumbai,Maharashtra,India
ST001294,Value Pharmacy #1294,171 Church Street,Bengaluru,Karnataka,India
ST001295,Metro Supermarket #1295,112 MG Road,New Delhi,Delhi,India
ST001296,City Supermarket #1296,150 Ring Road,Mumbai,Maharashtra,India
ST001297,Green Grocery Store #1297,3 Main Road,Bengaluru,Karnataka,India
ST001298,Green Convenience Store #1298,122 Garden Lane,New Delhi,Delhi,India
ST001299,Value Pharmacy #1299,64 Market Street,Bengaluru,Karnataka,India
ST001300,Daily Grocery Store #1300,159 MG Road,New Delhi,Delhi,India
ST001301,Fresh Supermarket #1301,166 Market Street,Mumbai,Maharashtra,India
ST001302,Green Convenience Store #1302,33 Lake View Road,Bengaluru,Karnataka,India
ST001303,Value Pharmacy #1303,166 MG Road,New Delhi,Delhi,India
ST001304,Sunrise Grocery Store #1304,6 Park Avenue,Bengaluru,Karnataka,India
ST001305,Sunrise Hypermarket #1305,65 Main Road,Bengaluru,Karnataka,India
ST001306,Sunrise Grocery Store #1306,144 Station Road,Mumbai,Maharashtra,India
ST001307,Sunrise Convenience Store #1307,49 Garden Lane,Mumbai,Maharashtra,India
ST001308,Family Pharmacy #1308,83 Lake View Road,Mumbai,Maharashtra,India
ST001309,Royal Hypermarket #1309,142 Market Street,New Delhi,Delhi,India
ST001310,Family Supermarket #1310,116 Station Road,Bengaluru,Karnataka,India
ST001311,Family Hypermarket #1311,117 Main Road,Mumbai,Maharashtra,India
ST001312,Corner Convenience Store #1312,48 Main Road,New Delhi,Delhi,India
ST001313,Royal Convenience Store #1313,199 Garden Lane,Mumbai,Maharashtra,India
ST001314,Value Pharmacy #1314,17 Hill Street,New Delhi,Delhi,India
ST001315,Metro Grocery Store #1315,175 Lake View Road,New Delhi,Delhi,India
ST001316,City Convenience Store #1316,73 MG Road,New Delhi,Delhi,India
ST001317,Star Grocery Store #1317,29 Ring Road,Mumbai,Maharashtra,India
ST001318,Star Convenience Store #1318,12 Market Street,Bengaluru,Karnataka,India
ST001319,Royal Pharmacy #1319,52 Ring Road,Bengaluru,Karnataka,India
ST001320,Metro Grocery Store #1320,9 Garden Lane,Bengaluru,Karnataka,India
ST001321,Star Grocery Store #1321,135 Garden Lane,Mumbai,Maharashtra,India
ST001322,Prime Convenience Store #1322,94 Church Street,Bengaluru,Karnataka,India
ST001323,Sunrise Convenience Store #1323,4 Church Street,Bengaluru,Karnataka,India
ST001324,Elite Grocery Store #1324,120 Main Road,Bengaluru,Karnataka,India
ST001325,Family Hypermarket #1325,107 MG Road,New Delhi,Delhi,India
ST001326,Royal Supermarket #1326,69 Hill Street,New Delhi,Delhi,India
ST001327,Sunrise Supermarket #1327,78 Ring Road,Bengaluru,Karnataka,India
ST001328,Family Pharmacy #1328,26 Church Street,Bengaluru,Karnataka,India
ST001329,Corner Convenience Store #1329,50 Hill Street,Bengaluru,Karnataka,India
ST001330,Neighborhood Pharmacy #1330,46 Hill Street,New Delhi,Delhi,India
ST001331,Corner Convenience Store #1331,28 Garden Lane,New Delhi,Delhi,India
ST001332,Star Hypermarket #1332,180 Park Avenue,Mumbai,Maharashtra,India
ST001333,City Supermarket #1333,141 Park Avenue,Bengaluru,Karnataka,India
ST001334,Value Convenience Store #1334,41 Hill Street,New Delhi,Delhi,India
ST001335,Quick Convenience Store #1335,81 Hill Street,Mumbai,Maharashtra,India
ST001336,Royal Hypermarket #1336,106 Park Avenue,Mumbai,Maharashtra,India
ST001337,Neighborhood Hypermarket #1337,145 Hill Street,Bengaluru,Karnataka,India
ST001338,Corner Pharmacy #1338,191 Station Road,New Delhi,Delhi,India
ST001339,Quick Hypermarket #1339,102 Main Road,Mumbai,Maharashtra,India
ST001340,Prime Supermarket #1340,5 Hill Street,New Delhi,Delhi,India
ST001341,Elite Pharmacy #1341,2 Station Road,Mumbai,Maharashtra,India
ST001342,Metro Pharmacy #1342,6 Station Road,Mumbai,Maharashtra,India
ST001343,Family Convenience Store #1343,147 Garden Lane,New Delhi,Delhi,India
ST001344,Daily Pharmacy #1344,118 MG Road,Bengaluru,Karnataka,India
ST001345,City Pharmacy #1345,94 Garden Lane,Mumbai,Maharashtra,India
ST001346,Metro Pharmacy #1346,77 Ring Road,Mumbai,Maharashtra,India
ST001347,Corner Convenience Store #1347,56 Ring Road,New Delhi,Delhi,India
ST001348,Green Hypermarket #1348,45 Lake View Road,Mumbai,Maharashtra,India
ST001349,Royal Convenience Store #1349,153 Station Road,Bengaluru,Karnataka,India
ST001350,Sunrise Supermarket #1350,98 Ring Road,New Delhi,Delhi,India
ST001351,Elite Supermarket #1351,90 Park Avenue,Mumbai,Maharashtra,India
ST001352,Elite Grocery Store #1352,198 Church Street,Bengaluru,Karnataka,India
ST001353,Elite Convenience Store #1353,163 Park Avenue,Bengaluru,Karnataka,India
ST001354,Prime Supermarket #1354,11 MG Road,New Delhi,Delhi,India
ST001355,Neighborhood Convenience Store #1355,84 Hill Street,Bengaluru,Karnataka,India
ST001356,City Pharmacy #1356,173 Park Avenue,Bengaluru,Karnataka,India
ST001357,Green Grocery Store #1357,148 Hill Street,New Delhi,Delhi,India
ST001358,Metro Supermarket #1358,75 Park Avenue,Mumbai,Maharashtra,India
ST001359,City Pharmacy #1359,22 Lake View Road,Mumbai,Maharashtra,India
ST001360,Sunrise Convenience Store #1360,141 Park Avenue,Bengaluru,Karnataka,India
ST001361,Daily Hypermarket #1361,129 Park Avenue,Mumbai,Maharashtra,India
ST001362,Green Pharmacy #1362,124 Hill Street,Bengaluru,Karnataka,India
ST001363,Quick Pharmacy #1363,167 Garden Lane,Mumbai,Maharashtra,India
ST001364,Family Pharmacy #1364,189 Hill Street,New Delhi,Delhi,India
ST001365,Metro Pharmacy #1365,69 Park Avenue,Bengaluru,Karnataka,India
ST001366,Star Hypermarket #1366,23 Ring Road,New Delhi,Delhi,India
ST001367,Corner Grocery Store #1367,90 Church Street,Mumbai,Maharashtra,India
ST001368,Value Hypermarket #1368,168 Main Road,New Delhi,Delhi,India
ST001369,City Hypermarket #1369,158 Lake View Road,Mumbai,Maharashtra,India
ST001370,City Convenience Store #1370,12 Church Street,Mumbai,Maharashtra,India
ST001371,Star Pharmacy #1371,40 Ring Road,Mumbai,Maharashtra,India
ST001372,Sunrise Supermarket #1372,63 Garden Lane,Bengaluru,Karnataka,India
ST001373,Royal Pharmacy #1373,4 MG Road,Mumbai,Maharashtra,India
ST001374,Prime Supermarket #1374,121 Main Road,Mumbai,Maharashtra,India
ST001375,Metro Hypermarket #1375,138 Church Street,New Delhi,Delhi,India
ST001376,Family Pharmacy #1376,193 Station Road,New Delhi,Delhi,India
ST001377,Quick Convenience Store #1377,187 Market Street,New Delhi,Delhi,India
ST001378,Corner Supermarket #1378,170 Hill Street,New Delhi,Delhi,India
ST001379,Prime Supermarket #1379,16 Station Road,Bengaluru,Karnataka,India
ST001380,Green Pharmacy #1380,159 Station Road,New Delhi,Delhi,India
ST001381,Quick Supermarket #1381,3 Ring Road,New Delhi,Delhi,India
ST001382,Star Grocery Store #1382,170 MG Road,Mumbai,Maharashtra,India
ST001383,Fresh Supermarket #1383,167 Park Avenue,Mumbai,Maharashtra,India
ST001384,Corner Pharmacy #1384,182 Ring Road,New Delhi,Delhi,India
ST001385,Quick Hypermarket #1385,137 Ring Road,New Delhi,Delhi,India
ST001386,Metro Pharmacy #1386,118 Hill Street,New Delhi,Delhi,India
ST001387,Fresh Supermarket #1387,136 Station Road,Bengaluru,Karnataka,India
ST001388,Quick Hypermarket #1388,191 Market Street,Mumbai,Maharashtra,India
ST001389,Value Supermarket #1389,91 MG Road,New Delhi,Delhi,India
ST001390,Metro Hypermarket #1390,71 Main Road,New Delhi,Delhi,India
ST001391,Elite Hypermarket #1391,8 Hill Street,Mumbai,Maharashtra,India
ST001392,Metro Hypermarket #1392,88 Park Avenue,Bengaluru,Karnataka,India
ST001393,Daily Pharmacy #1393,98 Hill Street,New Delhi,Delhi,India
ST001394,Royal Convenience Store #1394,176 Church Street,New Delhi,Delhi,India
ST001395,Metro Grocery Store #1395,40 Park Avenue,New Delhi,Delhi,India
ST001396,Elite Hypermarket #1396,85 Lake View Road,New Delhi,Delhi,India
ST001397,City Convenience Store #1397,168 Market Street,Bengaluru,Karnataka,India
ST001398,Family Convenience Store #1398,52 Market Street,New Delhi,Delhi,India
ST001399,Sunrise Hypermarket #1399,135 Market Street,New Delhi,Delhi,India
ST001400,Elite Grocery Store #1400,168 Garden Lane,Bengaluru,Karnataka,India
ST001401,Value Pharmacy #1401,143 Hill Street,Bengaluru,Karnataka,India
ST001402,City Supermarket #1402,38 Main Road,Mumbai,Maharashtra,India
ST001403,Elite Hypermarket #1403,106 Station Road,Mumbai,Maharashtra,India
ST001404,Sunrise Grocery Store #1404,190 Station Road,New Delhi,Delhi,India
ST001405,Green Pharmacy #1405,28 Market Street,Bengaluru,Karnataka,India
ST001406,Fresh Pharmacy #1406,158 Station Road,New Delhi,Delhi,India
ST001407,Neighborhood Convenience Store #1407,60 Garden Lane,New Delhi,Delhi,India
ST001408,Metro Pharmacy #1408,7 MG Road,New Delhi,Delhi,India
ST001409,Sunrise Supermarket #1409,35 Hill Street,Mumbai,Maharashtra,India
ST001410,Quick Convenience Store #1410,167 MG Road,New Delhi,Delhi,India
ST001411,Royal Pharmacy #1411,126 Lake View Road,Mumbai,Maharashtra,India
ST001412,City Pharmacy #1412,58 Main Road,Bengaluru,Karnataka,India
ST001413,Green Grocery Store #1413,70 Park Avenue,Bengaluru,Karnataka,India
ST001414,Sunrise Pharmacy #1414,52 Church Street,New Delhi,Delhi,India
ST001415,City Supermarket #1415,158 Lake View Road,Mumbai,Maharashtra,India
ST001416,Royal Hypermarket #1416,64 Park Avenue,Mumbai,Maharashtra,India
ST001417,Green Grocery Store #1417,156 Park Avenue,Bengaluru,Karnataka,India
ST001418,Corner Hypermarket #1418,191 Garden Lane,New Delhi,Delhi,India
ST001419,Family Convenience Store #1419,165 Main Road,New Delhi,Delhi,India
ST001420,Daily Convenience Store #1420,117 Main Road,Mumbai,Maharashtra,India
ST001421,Family Pharmacy #1421,102 Main Road,New Delhi,Delhi,India
ST001422,Corner Convenience Store #1422,196 Main Road,New Delhi,Delhi,India
ST001423,Prime Pharmacy #1423,102 Station Road,Mumbai,Maharashtra,India
ST001424,Quick Hypermarket #1424,109 Station Road,Bengaluru,Karnataka,India
ST001425,Elite Convenience Store #1425,177 Hill Street,Bengaluru,Karnataka,India
ST001426,Quick Pharmacy #1426,116 Ring Road,New Delhi,Delhi,India
ST001427,Daily Convenience Store #1427,200 Garden Lane,Bengaluru,Karnataka,India
ST001428,City Convenience Store #1428,106 MG Road,Mumbai,Maharashtra,India
ST001429,Fresh Grocery Store #1429,117 Garden Lane,Bengaluru,Karnataka,India
ST001430,Elite Pharmacy #1430,24 Station Road,Mumbai,Maharashtra,India
ST001431,Sunrise Hypermarket #1431,183 Market Street,New Delhi,Delhi,India
ST001432,Daily Supermarket #1432,181 Lake View Road,Bengaluru,Karnataka,India
ST001433,Daily Hypermarket #1433,182 Park Avenue,New Delhi,Delhi,India
ST001434,Neighborhood Convenience Store #1434,97 Hill Street,Bengaluru,Karnataka,India
ST001435,Fresh Grocery Store #1435,86 Garden Lane,Bengaluru,Karnataka,India
ST001436,City Pharmacy #1436,46 Main Road,Bengaluru,Karnataka,India
ST001437,Prime Grocery Store #1437,187 Lake View Road,Mumbai,Maharashtra,India
ST001438,Star Hypermarket #1438,31 Market Street,Bengaluru,Karnataka,India
ST001439,Fresh Pharmacy #1439,196 Station Road,New Delhi,Delhi,India
ST001440,Quick Supermarket #1440,128 Hill Street,Mumbai,Maharashtra,India
ST001441,Neighborhood Supermarket #1441,61 Church Street,Mumbai,Maharashtra,India
ST001442,Star Convenience Store #1442,117 Park Avenue,Mumbai,Maharashtra,India
ST001443,Daily Grocery Store #1443,154 Main Road,New Delhi,Delhi,India
ST001444,Elite Pharmacy #1444,72 Garden Lane,New Delhi,Delhi,India
ST001445,Royal Convenience Store #1445,13 Market Street,Bengaluru,Karnataka,India
ST001446,Fresh Pharmacy #1446,90 Main Road,New Delhi,Delhi,India
ST001447,Royal Pharmacy #1447,171 Garden Lane,Bengaluru,Karnataka,India
ST001448,Prime Convenience Store #1448,23 Main Road,Mumbai,Maharashtra,India
ST001449,Corner Supermarket #1449,42 Station Road,Bengaluru,Karnataka,India
ST001450,Star Convenience Store #1450,180 Garden Lane,New Delhi,Delhi,India
ST001451,Green Convenience Store #1451,46 Lake View Road,New Delhi,Delhi,India
ST001452,Value Convenience Store #1452,24 Station Road,Bengaluru,Karnataka,India
ST001453,Value Hypermarket #1453,18 Park Avenue,Mumbai,Maharashtra,India
ST001454,Daily Convenience Store #1454,121 Market Street,Mumbai,Maharashtra,India
ST001455,Sunrise Supermarket #1455,85 Hill Street,Mumbai,Maharashtra,India
ST001456,Family Grocery Store #1456,179 Church Street,Bengaluru,Karnataka,India
ST001457,Fresh Convenience Store #1457,147 Hill Street,Bengaluru,Karnataka,India
ST001458,Quick Supermarket #1458,177 Garden Lane,New Delhi,Delhi,India
ST001459,Corner Hypermarket #1459,82 Station Road,New Delhi,Delhi,India
ST001460,Neighborhood Convenience Store #1460,91 Market Street,New Delhi,Delhi,India
ST001461,Neighborhood Convenience Store #1461,134 Lake View Road,Mumbai,Maharashtra,India
ST001462,Green Grocery Store #1462,157 Church Street,Bengaluru,Karnataka,India
ST001463,Metro Hypermarket #1463,31 Main Road,Bengaluru,Karnataka,India
ST001464,Star Grocery Store #1464,189 Church Street,Bengaluru,Karnataka,India
ST001465,Corner Convenience Store #1465,12 MG Road,Mumbai,Maharashtra,India
ST001466,Family Hypermarket #1466,55 Main Road,New Delhi,Delhi,India
ST001467,Sunrise Pharmacy #1467,66 Ring Road,Mumbai,Maharashtra,India
ST001468,Prime Hypermarket #1468,141 MG Road,New Delhi,Delhi,India
ST001469,Daily Supermarket #1469,86 MG Road,New Delhi,Delhi,India
ST001470,Sunrise Grocery Store #1470,158 Main Road,New Delhi,Delhi,India
ST001471,Metro Pharmacy #1471,87 Lake View Road,Mumbai,Maharashtra,India
ST001472,Green Grocery Store #1472,166 Market Street,Bengaluru,Karnataka,India
ST001473,City Grocery Store #1473,118 Hill Street,New Delhi,Delhi,India
ST001474,Quick Hypermarket #1474,191 Main Road,Mumbai,Maharashtra,India
ST001475,Prime Convenience Store #1475,186 MG Road,New Delhi,Delhi,India
ST001476,Family Convenience Store #1476,54 Garden Lane,Bengaluru,Karnataka,India
ST001477,Green Hypermarket #1477,17 Market Street,Mumbai,Maharashtra,India
ST001478,Royal Hypermarket #1478,87 Park Avenue,Bengaluru,Karnataka,India
ST001479,Royal Convenience Store #1479,147 Garden Lane,Bengaluru,Karnataka,India
ST001480,City Grocery Store #1480,30 Station Road,New Delhi,Delhi,India
ST001481,Sunrise Hypermarket #1481,70 Park Avenue,Bengaluru,Karnataka,India
ST001482,Quick Supermarket #1482,96 Lake View Road,Bengaluru,Karnataka,India
ST001483,Metro Hypermarket #1483,78 Market Street,New Delhi,Delhi,India
ST001484,Value Supermarket #1484,200 Church Street,Bengaluru,Karnataka,India
ST001485,Quick Supermarket #1485,7 Lake View Road,New Delhi,Delhi,India
ST001486,City Convenience Store #1486,88 Lake View Road,Bengaluru,Karnataka,India
ST001487,Prime Convenience Store #1487,37 Ring Road,Mumbai,Maharashtra,India
ST001488,Star Convenience Store #1488,53 Main Road,Bengaluru,Karnataka,India
ST001489,Corner Grocery Store #1489,134 Ring Road,New Delhi,Delhi,India
ST001490,Prime Supermarket #1490,176 Garden Lane,Bengaluru,Karnataka,India
ST001491,Value Supermarket #1491,12 Ring Road,Mumbai,Maharashtra,India
ST001492,Green Convenience Store #1492,191 Station Road,New Delhi,Delhi,India
ST001493,Neighborhood Supermarket #1493,164 Church Street,Mumbai,Maharashtra,India
ST001494,Metro Hypermarket #1494,74 Station Road,Bengaluru,Karnataka,India
ST001495,Value Convenience Store #1495,172 Ring Road,Mumbai,Maharashtra,India
ST001496,City Hypermarket #1496,71 Ring Road,Bengaluru,Karnataka,India
ST001497,Neighborhood Supermarket #1497,132 Ring Road,New Delhi,Delhi,India
ST001498,Family Pharmacy #1498,141 MG Road,Mumbai,Maharashtra,India
ST001499,City Hypermarket #1499,73 Garden Lane,New Delhi,Delhi,India
ST001500,City Pharmacy #1500,80 Garden Lane,Bengaluru,Karnataka,India
ST001501,Family Hypermarket #1501,13 Market Street,Mumbai,Maharashtra,India
ST001502,Quick Supermarket #1502,13 Ring Road,New Delhi,Delhi,India
ST001503,Fresh Grocery Store #1503,110 Park Avenue,Bengaluru,Karnataka,India
ST001504,Sunrise Pharmacy #1504,152 Lake View Road,New Delhi,Delhi,India
ST001505,Value Convenience Store #1505,86 Church Street,Mumbai,Maharashtra,India
ST001506,Daily Convenience Store #1506,146 Market Street,Mumbai,Maharashtra,India
ST001507,Royal Supermarket #1507,120 Ring Road,New Delhi,Delhi,India
ST001508,Prime Grocery Store #1508,165 Lake View Road,New Delhi,Delhi,India
ST001509,Metro Grocery Store #1509,37 Garden Lane,Bengaluru,Karnataka,India
ST001510,Elite Hypermarket #1510,101 Market Street,Mumbai,Maharashtra,India
ST001511,Green Hypermarket #1511,117 Lake View Road,Mumbai,Maharashtra,India
ST001512,Daily Supermarket #1512,29 MG Road,Mumbai,Maharashtra,India
ST001513,Quick Grocery Store #1513,73 MG Road,Bengaluru,Karnataka,India
ST001514,Neighborhood Convenience Store #1514,131 Ring Road,Bengaluru,Karnataka,India
ST001515,Royal Grocery Store #1515,28 MG Road,New Delhi,Delhi,India
ST001516,Star Convenience Store #1516,78 Hill Street,Bengaluru,Karnataka,India
ST001517,Corner Grocery Store #1517,106 Church Street,New Delhi,Delhi,India
ST001518,Metro Convenience Store #1518,41 Lake View Road,New Delhi,Delhi,India
ST001519,Daily Grocery Store #1519,54 Garden Lane,Mumbai,Maharashtra,India
ST001520,Green Grocery Store #1520,146 MG Road,Mumbai,Maharashtra,India
ST001521,Sunrise Convenience Store #1521,45 Ring Road,Bengaluru,Karnataka,India
ST001522,Royal Convenience Store #1522,30 Garden Lane,Mumbai,Maharashtra,India
ST001523,Quick Convenience Store #1523,143 Ring Road,Mumbai,Maharashtra,India
ST001524,City Grocery Store #1524,104 Ring Road,Mumbai,Maharashtra,India
ST001525,Daily Convenience Store #1525,153 Park Avenue,New Delhi,Delhi,India
ST001526,Quick Hypermarket #1526,170 Main Road,New Delhi,Delhi,India
ST001527,Metro Supermarket #1527,149 Main Road,Bengaluru,Karnataka,India
ST001528,Star Pharmacy #1528,116 Hill Street,Bengaluru,Karnataka,India
ST001529,Corner Hypermarket #1529,148 Lake View Road,New Delhi,Delhi,India
ST001530,Metro Pharmacy #1530,82 Station Road,New Delhi,Delhi,India
ST001531,Green Convenience Store #1531,78 Park Avenue,New Delhi,Delhi,India
ST001532,Daily Hypermarket #1532,3 Garden Lane,New Delhi,Delhi,India
ST001533,Corner Convenience Store #1533,76 Main Road,Bengaluru,Karnataka,India
ST001534,Elite Hypermarket #1534,14 Main Road,New Delhi,Delhi,India
ST001535,Royal Convenience Store #1535,29 Station Road,Mumbai,Maharashtra,India
ST001536,Metro Supermarket #1536,180 Garden Lane,Mumbai,Maharashtra,India
ST001537,Star Grocery Store #1537,183 Park Avenue,Mumbai,Maharashtra,India
ST001538,Corner Grocery Store #1538,140 Church Street,Mumbai,Maharashtra,India
ST001539,Quick Pharmacy #1539,49 Hill Street,Bengaluru,Karnataka,India
ST001540,Royal Grocery Store #1540,107 Market Street,Mumbai,Maharashtra,India
ST001541,Royal Hypermarket #1541,33 Market Street,New Delhi,Delhi,India
ST001542,Daily Supermarket #1542,5 Market Street,New Delhi,Delhi,India
ST001543,Star Grocery Store #1543,35 Ring Road,Mumbai,Maharashtra,India
ST001544,Star Pharmacy #1544,117 Garden Lane,Mumbai,Maharashtra,India
ST001545,Neighborhood Grocery Store #1545,117 Hill Street,Bengaluru,Karnataka,India
ST001546,Family Grocery Store #1546,99 MG Road,Mumbai,Maharashtra,India
ST001547,City Pharmacy #1547,155 Main Road,Mumbai,Maharashtra,India
ST001548,Quick Convenience Store #1548,61 Hill Street,New Delhi,Delhi,India
ST001549,Corner Hypermarket #1549,148 MG Road,New Delhi,Delhi,India
ST001550,Fresh Supermarket #1550,124 MG Road,New Delhi,Delhi,India
ST001551,Neighborhood Supermarket #1551,177 Ring Road,Mumbai,Maharashtra,India
ST001552,Sunrise Pharmacy #1552,135 Station Road,New Delhi,Delhi,India
ST001553,Family Grocery Store #1553,134 Garden Lane,Bengaluru,Karnataka,India
ST001554,Metro Supermarket #1554,162 Ring Road,Mumbai,Maharashtra,India
ST001555,Green Convenience Store #1555,80 Garden Lane,New Delhi,Delhi,India
ST001556,Elite Supermarket #1556,137 Main Road,Mumbai,Maharashtra,India
ST001557,Quick Grocery Store #1557,121 Garden Lane,New Delhi,Delhi,India
ST001558,Corner Hypermarket #1558,76 Station Road,Mumbai,Maharashtra,India
ST001559,Fresh Pharmacy #1559,153 Station Road,New Delhi,Delhi,India
ST001560,Prime Convenience Store #1560,162 Lake View Road,Bengaluru,Karnataka,India
ST001561,City Convenience Store #1561,14 Station Road,New Delhi,Delhi,India
ST001562,Fresh Convenience Store #1562,125 Ring Road,Mumbai,Maharashtra,India
ST001563,Family Pharmacy #1563,72 Station Road,Bengaluru,Karnataka,India
ST001564,Neighborhood Pharmacy #1564,71 Station Road,Mumbai,Maharashtra,India
ST001565,Sunrise Supermarket #1565,155 Market Street,Bengaluru,Karnataka,India
ST001566,Sunrise Convenience Store #1566,169 Lake View Road,Bengaluru,Karnataka,India
ST001567,Green Hypermarket #1567,67 Church Street,Bengaluru,Karnataka,India
ST001568,City Grocery Store #1568,9 MG Road,New Delhi,Delhi,India
ST001569,City Supermarket #1569,40 Lake View Road,New Delhi,Delhi,India
ST001570,Green Grocery Store #1570,61 Lake View Road,Mumbai,Maharashtra,India
ST001571,Metro Pharmacy #1571,188 MG Road,New Delhi,Delhi,India
ST001572,Star Supermarket #1572,194 Ring Road,Mumbai,Maharashtra,India
ST001573,City Supermarket #1573,103 Lake View Road,Mumbai,Maharashtra,India
ST001574,Quick Hypermarket #1574,193 Hill Street,New Delhi,Delhi,India
ST001575,Corner Pharmacy #1575,181 Park Avenue,New Delhi,Delhi,India
ST001576,Prime Grocery Store #1576,136 Park Avenue,Bengaluru,Karnataka,India
ST001577,Prime Supermarket #1577,98 MG Road,Mumbai,Maharashtra,India
ST001578,Star Convenience Store #1578,25 Hill Street,Bengaluru,Karnataka,India
ST001579,Royal Hypermarket #1579,157 Station Road,Mumbai,Maharashtra,India
ST001580,Prime Hypermarket #1580,26 Station Road,Mumbai,Maharashtra,India
ST001581,Corner Convenience Store #1581,198 Church Street,Mumbai,Maharashtra,India
ST001582,Green Convenience Store #1582,134 MG Road,Bengaluru,Karnataka,India
ST001583,Value Pharmacy #1583,3 Main Road,New Delhi,Delhi,India
ST001584,Fresh Supermarket #1584,26 Hill Street,Mumbai,Maharashtra,India
ST001585,Star Supermarket #1585,90 Church Street,Mumbai,Maharashtra,India
ST001586,Prime Hypermarket #1586,9 Main Road,Bengaluru,Karnataka,India
ST001587,Daily Convenience Store #1587,153 Church Street,Bengaluru,Karnataka,India
ST001588,Star Convenience Store #1588,182 Ring Road,Bengaluru,Karnataka,India
ST001589,Royal Supermarket #1589,34 Park Avenue,New Delhi,Delhi,India
ST001590,Green Convenience Store #1590,29 Market Street,Bengaluru,Karnataka,India
ST001591,Prime Hypermarket #1591,170 Ring Road,Mumbai,Maharashtra,India
ST001592,Elite Grocery Store #1592,197 Park Avenue,Mumbai,Maharashtra,India
ST001593,Prime Hypermarket #1593,200 Ring Road,Bengaluru,Karnataka,India
ST001594,Green Hypermarket #1594,98 Park Avenue,Bengaluru,Karnataka,India
ST001595,Fresh Hypermarket #1595,68 Market Street,Mumbai,Maharashtra,India
ST001596,Daily Grocery Store #1596,52 Garden Lane,Mumbai,Maharashtra,India
ST001597,City Grocery Store #1597,126 Ring Road,New Delhi,Delhi,India
ST001598,Family Pharmacy #1598,56 Garden Lane,Mumbai,Maharashtra,India
ST001599,Elite Supermarket #1599,184 Station Road,Mumbai,Maharashtra,India
ST001600,Fresh Supermarket #1600,19 Garden Lane,Bengaluru,Karnataka,India
ST001601,Green Hypermarket #1601,5 Lake View Road,Mumbai,Maharashtra,India
ST001602,Star Pharmacy #1602,1 Main Road,New Delhi,Delhi,India
ST001603,Prime Grocery Store #1603,180 MG Road,Bengaluru,Karnataka,India
ST001604,Neighborhood Grocery Store #1604,132 Lake View Road,Bengaluru,Karnataka,India
ST001605,Corner Grocery Store #1605,187 Ring Road,Mumbai,Maharashtra,India
ST001606,Metro Convenience Store #1606,99 Lake View Road,Bengaluru,Karnataka,India
ST001607,Neighborhood Supermarket #1607,92 MG Road,New Delhi,Delhi,India
ST001608,Corner Hypermarket #1608,162 Ring Road,Bengaluru,Karnataka,India
ST001609,Family Hypermarket #1609,21 Lake View Road,Mumbai,Maharashtra,India
ST001610,Star Hypermarket #1610,46 Hill Street,Bengaluru,Karnataka,India
ST001611,Corner Supermarket #1611,49 Station Road,New Delhi,Delhi,India
ST001612,Elite Grocery Store #1612,162 MG Road,Bengaluru,Karnataka,India
ST001613,Daily Grocery Store #1613,113 Church Street,New Delhi,Delhi,India
ST001614,Fresh Pharmacy #1614,7 Garden Lane,Bengaluru,Karnataka,India
ST001615,Quick Pharmacy #1615,17 Hill Street,Mumbai,Maharashtra,India
ST001616,Quick Hypermarket #1616,116 Main Road,New Delhi,Delhi,India
ST001617,Value Supermarket #1617,87 Main Road,Bengaluru,Karnataka,India
ST001618,Daily Grocery Store #1618,168 Hill Street,Bengaluru,Karnataka,India
ST001619,Star Grocery Store #1619,39 Garden Lane,New Delhi,Delhi,India
ST001620,Elite Pharmacy #1620,10 Market Street,Bengaluru,Karnataka,India
ST001621,Star Grocery Store #1621,121 Garden Lane,Bengaluru,Karnataka,India
ST001622,Metro Supermarket #1622,167 Market Street,New Delhi,Delhi,India
ST001623,City Supermarket #1623,13 Station Road,New Delhi,Delhi,India
ST001624,Quick Supermarket #1624,44 Garden Lane,New Delhi,Delhi,India
ST001625,Royal Supermarket #1625,30 Lake View Road,Bengaluru,Karnataka,India
ST001626,Green Convenience Store #1626,57 Ring Road,New Delhi,Delhi,India
ST001627,Corner Pharmacy #1627,189 Park Avenue,Mumbai,Maharashtra,India
ST001628,Daily Hypermarket #1628,148 Hill Street,New Delhi,Delhi,India
ST001629,Value Pharmacy #1629,196 Main Road,Bengaluru,Karnataka,India
ST001630,City Convenience Store #1630,17 Ring Road,Mumbai,Maharashtra,India
ST001631,City Hypermarket #1631,44 MG Road,Mumbai,Maharashtra,India
ST001632,City Convenience Store #1632,63 Garden Lane,Mumbai,Maharashtra,India
ST001633,City Supermarket #1633,162 Garden Lane,Bengaluru,Karnataka,India
ST001634,Green Grocery Store #1634,5 Lake View Road,Bengaluru,Karnataka,India
ST001635,Fresh Supermarket #1635,46 Ring Road,Bengaluru,Karnataka,India
ST001636,Elite Convenience Store #1636,107 Lake View Road,Mumbai,Maharashtra,India
ST001637,Metro Pharmacy #1637,164 Station Road,Bengaluru,Karnataka,India
ST001638,Quick Convenience Store #1638,62 Market Street,Mumbai,Maharashtra,India
ST001639,Sunrise Convenience Store #1639,153 Market Street,Bengaluru,Karnataka,India
ST001640,Neighborhood Grocery Store #1640,161 Station Road,Bengaluru,Karnataka,India
ST001641,Corner Hypermarket #1641,143 Church Street,Bengaluru,Karnataka,India
